Tanggal;Provinsi;Running Sum of divaksin1 (ribu);divaksin1 (ribu)
30/04/2022 00.00.00;Yogyakarta;3231,569;0,093
01/05/2022 00.00.00;Yogyakarta;3231,593;0,024
02/05/2022 00.00.00;Yogyakarta;3231,594;0,001
03/05/2022 00.00.00;Yogyakarta;3231,598;0,004
04/05/2022 00.00.00;Yogyakarta;3231,619;0,021
05/05/2022 00.00.00;Yogyakarta;3231,659;0,04
06/05/2022 00.00.00;Yogyakarta;3231,698;0,039
07/05/2022 00.00.00;Yogyakarta;3231,731;0,033
08/05/2022 00.00.00;Yogyakarta;3231,761;0,03
09/05/2022 00.00.00;Yogyakarta;3231,901;0,14
10/05/2022 00.00.00;Yogyakarta;3232,09;0,189
11/05/2022 00.00.00;Yogyakarta;3232,377;0,287
12/05/2022 00.00.00;Yogyakarta;3232,838;0,461
13/05/2022 00.00.00;Yogyakarta;3233,014;0,176
14/05/2022 00.00.00;Yogyakarta;3233,194;0,18
15/05/2022 00.00.00;Yogyakarta;3233,256;0,062
16/05/2022 00.00.00;Yogyakarta;3233,286;0,03
17/05/2022 00.00.00;Yogyakarta;3233,56;0,274
18/05/2022 00.00.00;Yogyakarta;3233,871;0,311
19/05/2022 00.00.00;Yogyakarta;3234,239;0,368
20/05/2022 00.00.00;Yogyakarta;3234,433;0,194
21/05/2022 00.00.00;Yogyakarta;3234,73;0,297
22/05/2022 00.00.00;Yogyakarta;3234,761;0,031
23/05/2022 00.00.00;Yogyakarta;3234,926;0,165
24/05/2022 00.00.00;Yogyakarta;3235,173;0,247
25/05/2022 00.00.00;Yogyakarta;3235,368;0,195
26/05/2022 00.00.00;Yogyakarta;3235,486;0,118
27/05/2022 00.00.00;Yogyakarta;3235,6;0,114
28/05/2022 00.00.00;Yogyakarta;3235,775;0,175
29/05/2022 00.00.00;Yogyakarta;3235,812;0,037
30/05/2022 00.00.00;Yogyakarta;3235,913;0,101
31/05/2022 00.00.00;Yogyakarta;3236,098;0,185
01/06/2022 00.00.00;Yogyakarta;3236,129;0,031
02/06/2022 00.00.00;Yogyakarta;3236,45;0,321
03/06/2022 00.00.00;Yogyakarta;3236,626;0,176
04/06/2022 00.00.00;Yogyakarta;3236,807;0,181
05/06/2022 00.00.00;Yogyakarta;3236,842;0,035
06/06/2022 00.00.00;Yogyakarta;3237,056;0,214
07/06/2022 00.00.00;Yogyakarta;3237,262;0,206
08/06/2022 00.00.00;Yogyakarta;3237,5;0,238
09/06/2022 00.00.00;Yogyakarta;3237,785;0,285
10/06/2022 00.00.00;Yogyakarta;3237,943;0,158
11/06/2022 00.00.00;Yogyakarta;3238,132;0,189
12/06/2022 00.00.00;Yogyakarta;3238,185;0,053
13/06/2022 00.00.00;Yogyakarta;3238,33;0,145
14/06/2022 00.00.00;Yogyakarta;3238,531;0,201
15/06/2022 00.00.00;Yogyakarta;3238,751;0,22
16/06/2022 00.00.00;Yogyakarta;3239,117;0,366
17/06/2022 00.00.00;Yogyakarta;3239,305;0,188
18/06/2022 00.00.00;Yogyakarta;3239,48;0,175
19/06/2022 00.00.00;Yogyakarta;3239,543;0,063
20/06/2022 00.00.00;Yogyakarta;3239,757;0,214
21/06/2022 00.00.00;Yogyakarta;3240,04;0,283
22/06/2022 00.00.00;Yogyakarta;3240,307;0,267
23/06/2022 00.00.00;Yogyakarta;3240,597;0,29
24/06/2022 00.00.00;Yogyakarta;3240,926;0,329
25/06/2022 00.00.00;Yogyakarta;3241,101;0,175
26/06/2022 00.00.00;Yogyakarta;3241,158;0,057
27/06/2022 00.00.00;Yogyakarta;3241,486;0,328
28/06/2022 00.00.00;Yogyakarta;3241,774;0,288
29/06/2022 00.00.00;Yogyakarta;3241,992;0,218
30/06/2022 00.00.00;Yogyakarta;3242,208;0,216
01/07/2022 00.00.00;Yogyakarta;3242,32;0,112
02/07/2022 00.00.00;Yogyakarta;3242,45;0,13
03/07/2022 00.00.00;Yogyakarta;3242,476;0,026
04/07/2022 00.00.00;Yogyakarta;3242,567;0,091
05/07/2022 00.00.00;Yogyakarta;3242,687;0,12
06/07/2022 00.00.00;Yogyakarta;3242,928;0,241
07/07/2022 00.00.00;Yogyakarta;3243,128;0,2
08/07/2022 00.00.00;Yogyakarta;3243,295;0,167
09/07/2022 00.00.00;Yogyakarta;3243,335;0,04
10/07/2022 00.00.00;Yogyakarta;3243,353;0,018
11/07/2022 00.00.00;Yogyakarta;3243,451;0,098
12/07/2022 00.00.00;Yogyakarta;3243,586;0,135
13/07/2022 00.00.00;Yogyakarta;3243,719;0,133
14/07/2022 00.00.00;Yogyakarta;3243,96;0,241
15/07/2022 00.00.00;Yogyakarta;3244,139;0,179
16/07/2022 00.00.00;Yogyakarta;3244,335;0,196
17/07/2022 00.00.00;Yogyakarta;3244,401000000;0,066
18/07/2022 00.00.00;Yogyakarta;3244,518;0,117
19/07/2022 00.00.00;Yogyakarta;3244,854000000;0,336
20/07/2022 00.00.00;Yogyakarta;3245,047;0,193
21/07/2022 00.00.00;Yogyakarta;3245,309;0,262
22/07/2022 00.00.00;Yogyakarta;3245,516;0,207
23/07/2022 00.00.00;Yogyakarta;3245,677;0,161
24/07/2022 00.00.00;Yogyakarta;3245,753;0,076
25/07/2022 00.00.00;Yogyakarta;3245,879;0,126
26/07/2022 00.00.00;Yogyakarta;3246,222;0,343
27/07/2022 00.00.00;Yogyakarta;3246,637;0,415
28/07/2022 00.00.00;Yogyakarta;3246,939;0,302
29/07/2022 00.00.00;Yogyakarta;3247,137;0,198
30/07/2022 00.00.00;Yogyakarta;3247,213;0,076
31/07/2022 00.00.00;Yogyakarta;3247,270000000;0,057
01/08/2022 00.00.00;Yogyakarta;3247,483;0,213
02/08/2022 00.00.00;Yogyakarta;3247,736;0,253
03/08/2022 00.00.00;Yogyakarta;3247,943;0,207
04/08/2022 00.00.00;Yogyakarta;3248,259;0,316
05/08/2022 00.00.00;Yogyakarta;3248,452;0,193
06/08/2022 00.00.00;Yogyakarta;3248,679;0,227
07/08/2022 00.00.00;Yogyakarta;3248,701;0,022
08/08/2022 00.00.00;Yogyakarta;3248,891;0,19
09/08/2022 00.00.00;Yogyakarta;3249,234000000;0,343
10/08/2022 00.00.00;Yogyakarta;3249,469;0,235
11/08/2022 00.00.00;Yogyakarta;3249,701;0,232
12/08/2022 00.00.00;Yogyakarta;3249,875000000;0,174
13/08/2022 00.00.00;Yogyakarta;3250,080000000;0,205
14/08/2022 00.00.00;Yogyakarta;3250,108000000;0,028
15/08/2022 00.00.00;Yogyakarta;3250,215000000;0,107
16/08/2022 00.00.00;Yogyakarta;3250,326000000;0,111
17/08/2022 00.00.00;Yogyakarta;3250,327000000;0,001
18/08/2022 00.00.00;Yogyakarta;3250,486000000;0,159
19/08/2022 00.00.00;Yogyakarta;3250,643;0,157
20/08/2022 00.00.00;Yogyakarta;3250,773;0,13
21/08/2022 00.00.00;Yogyakarta;3250,786;0,013
22/08/2022 00.00.00;Yogyakarta;3250,910000000;0,124
23/08/2022 00.00.00;Yogyakarta;3251,050000000;0,14
24/08/2022 00.00.00;Yogyakarta;3251,176000000;0,126
25/08/2022 00.00.00;Yogyakarta;3251,422;0,246
26/08/2022 00.00.00;Yogyakarta;3251,529000000;0,107
27/08/2022 00.00.00;Yogyakarta;3251,737;0,208
28/08/2022 00.00.00;Yogyakarta;3251,813;0,076
29/08/2022 00.00.00;Yogyakarta;3251,908000000;0,095
30/08/2022 00.00.00;Yogyakarta;3252,177000000;0,269
31/08/2022 00.00.00;Yogyakarta;3252,354000000;0,177
01/09/2022 00.00.00;Yogyakarta;3252,528000000;0,174
02/09/2022 00.00.00;Yogyakarta;3252,649000000;0,121
03/09/2022 00.00.00;Yogyakarta;3252,814000000;0,165
04/09/2022 00.00.00;Yogyakarta;3252,887000000;0,073
05/09/2022 00.00.00;Yogyakarta;3253,037000000;0,15
06/09/2022 00.00.00;Yogyakarta;3253,263000000;0,226
07/09/2022 00.00.00;Yogyakarta;3253,494;0,231
08/09/2022 00.00.00;Yogyakarta;3253,767;0,273
09/09/2022 00.00.00;Yogyakarta;3254,187;0,42
10/09/2022 00.00.00;Yogyakarta;3254,316;0,129
11/09/2022 00.00.00;Yogyakarta;3254,357;0,041
12/09/2022 00.00.00;Yogyakarta;3254,481;0,124
13/09/2022 00.00.00;Yogyakarta;3254,808;0,327
14/09/2022 00.00.00;Yogyakarta;3255,384;0,576
15/09/2022 00.00.00;Yogyakarta;3255,955;0,571
16/09/2022 00.00.00;Yogyakarta;3256,18;0,225
17/09/2022 00.00.00;Yogyakarta;3256,325;0,145
18/09/2022 00.00.00;Yogyakarta;3256,358;0,033
19/09/2022 00.00.00;Yogyakarta;3256,434;0,076
20/09/2022 00.00.00;Yogyakarta;3256,606;0,172
21/09/2022 00.00.00;Yogyakarta;3256,888;0,282
22/09/2022 00.00.00;Yogyakarta;3257,151;0,263
23/09/2022 00.00.00;Yogyakarta;3257,259;0,108
24/09/2022 00.00.00;Yogyakarta;3257,373;0,114
25/09/2022 00.00.00;Yogyakarta;3257,409;0,036
26/09/2022 00.00.00;Yogyakarta;3257,471;0,062
27/09/2022 00.00.00;Yogyakarta;3257,566;0,095
28/09/2022 00.00.00;Yogyakarta;3257,703;0,137
29/09/2022 00.00.00;Yogyakarta;3257,858;0,155
30/09/2022 00.00.00;Yogyakarta;3257,963;0,105
01/10/2022 00.00.00;Yogyakarta;3258,03;0,067
02/10/2022 00.00.00;Yogyakarta;3258,048;0,018
03/10/2022 00.00.00;Yogyakarta;3258,073;0,025
04/10/2022 00.00.00;Yogyakarta;3258,143;0,07
05/10/2022 00.00.00;Yogyakarta;3258,181;0,038
06/10/2022 00.00.00;Yogyakarta;3258,232;0,051
07/10/2022 00.00.00;Yogyakarta;3258,276;0,044
08/10/2022 00.00.00;Yogyakarta;3258,279;0,003
09/10/2022 00.00.00;Yogyakarta;3258,279;0
10/10/2022 00.00.00;Yogyakarta;3258,289;0,01
11/10/2022 00.00.00;Yogyakarta;3258,322;0,033
12/10/2022 00.00.00;Yogyakarta;3258,353;0,031
13/10/2022 00.00.00;Yogyakarta;3258,382;0,029
14/10/2022 00.00.00;Yogyakarta;3258,387;0,005
15/10/2022 00.00.00;Yogyakarta;3258,402;0,015
16/10/2022 00.00.00;Yogyakarta;3258,402;0
17/10/2022 00.00.00;Yogyakarta;3258,415;0,013
18/10/2022 00.00.00;Yogyakarta;3258,426;0,011
19/10/2022 00.00.00;Yogyakarta;3258,437;0,011
20/10/2022 00.00.00;Yogyakarta;3258,444;0,007
21/10/2022 00.00.00;Yogyakarta;3258,444;0
22/10/2022 00.00.00;Yogyakarta;3258,444;0
23/10/2022 00.00.00;Yogyakarta;3258,444;0
24/10/2022 00.00.00;Yogyakarta;3258,444;0
25/10/2022 00.00.00;Yogyakarta;3258,444;0
26/10/2022 00.00.00;Yogyakarta;3258,445;0,001
27/10/2022 00.00.00;Yogyakarta;3258,445;0
28/10/2022 00.00.00;Yogyakarta;3258,445;0
29/10/2022 00.00.00;Yogyakarta;3258,445;0
30/10/2022 00.00.00;Yogyakarta;3258,445;0
31/10/2022 00.00.00;Yogyakarta;3258,445;0
01/11/2022 00.00.00;Yogyakarta;3258,447;0,002
02/11/2022 00.00.00;Yogyakarta;3258,45;0,003
13/01/2021 00.00.00;Sumatera Utara;0,014;0,014
14/01/2021 00.00.00;Sumatera Utara;0,127;0,113
15/01/2021 00.00.00;Sumatera Utara;0,321;0,194
16/01/2021 00.00.00;Sumatera Utara;0,41;0,089
17/01/2021 00.00.00;Sumatera Utara;0,422;0,012
18/01/2021 00.00.00;Sumatera Utara;0,788;0,366
19/01/2021 00.00.00;Sumatera Utara;1,344;0,556
20/01/2021 00.00.00;Sumatera Utara;2,588;1,244
21/01/2021 00.00.00;Sumatera Utara;3,878;1,29
22/01/2021 00.00.00;Sumatera Utara;5,256;1,378
23/01/2021 00.00.00;Sumatera Utara;5,958;0,702
24/01/2021 00.00.00;Sumatera Utara;6,012;0,054
25/01/2021 00.00.00;Sumatera Utara;7,519;1,507
26/01/2021 00.00.00;Sumatera Utara;8,288;0,769
27/01/2021 00.00.00;Sumatera Utara;9,226;0,938
28/01/2021 00.00.00;Sumatera Utara;10,309;1,083
29/01/2021 00.00.00;Sumatera Utara;11,216;0,907
30/01/2021 00.00.00;Sumatera Utara;11,595;0,379
31/01/2021 00.00.00;Sumatera Utara;11,634;0,039
01/02/2021 00.00.00;Sumatera Utara;13,034;1,4
02/02/2021 00.00.00;Sumatera Utara;13,961;0,927
03/02/2021 00.00.00;Sumatera Utara;15,576;1,615
04/02/2021 00.00.00;Sumatera Utara;18,689;3,113
05/02/2021 00.00.00;Sumatera Utara;22,223;3,534
06/02/2021 00.00.00;Sumatera Utara;25,268;3,045
07/02/2021 00.00.00;Sumatera Utara;25,641;0,373
08/02/2021 00.00.00;Sumatera Utara;29,618;3,977
09/02/2021 00.00.00;Sumatera Utara;34,377;4,759
10/02/2021 00.00.00;Sumatera Utara;40,947;6,57
11/02/2021 00.00.00;Sumatera Utara;45,846;4,899
12/02/2021 00.00.00;Sumatera Utara;46,318;0,472
13/02/2021 00.00.00;Sumatera Utara;47,83;1,512
14/02/2021 00.00.00;Sumatera Utara;48,299;0,469
15/02/2021 00.00.00;Sumatera Utara;51,331;3,032
16/02/2021 00.00.00;Sumatera Utara;54,679;3,348
17/02/2021 00.00.00;Sumatera Utara;58,011;3,332
18/02/2021 00.00.00;Sumatera Utara;60,696;2,685
19/02/2021 00.00.00;Sumatera Utara;62,733;2,037
20/02/2021 00.00.00;Sumatera Utara;63,469;0,736
21/02/2021 00.00.00;Sumatera Utara;63,493;0,024
22/02/2021 00.00.00;Sumatera Utara;65,34;1,847
23/02/2021 00.00.00;Sumatera Utara;66,6;1,26
24/02/2021 00.00.00;Sumatera Utara;68,176;1,576
25/02/2021 00.00.00;Sumatera Utara;69,017;0,841
26/02/2021 00.00.00;Sumatera Utara;69,446;0,429
27/02/2021 00.00.00;Sumatera Utara;70,117;0,671
28/02/2021 00.00.00;Sumatera Utara;70,161;0,044
01/03/2021 00.00.00;Sumatera Utara;71,103;0,942
02/03/2021 00.00.00;Sumatera Utara;72,29;1,187
03/03/2021 00.00.00;Sumatera Utara;75,798;3,508
04/03/2021 00.00.00;Sumatera Utara;81,572;5,774
05/03/2021 00.00.00;Sumatera Utara;88,714;7,142
06/03/2021 00.00.00;Sumatera Utara;91,328;2,614
07/03/2021 00.00.00;Sumatera Utara;91,858;0,53
08/03/2021 00.00.00;Sumatera Utara;99,856;7,998
09/03/2021 00.00.00;Sumatera Utara;108,567;8,711000000
10/03/2021 00.00.00;Sumatera Utara;120,223;11,656
11/03/2021 00.00.00;Sumatera Utara;121,282;1,059
12/03/2021 00.00.00;Sumatera Utara;129,687;8,405
13/03/2021 00.00.00;Sumatera Utara;133,821;4,134
14/03/2021 00.00.00;Sumatera Utara;134,063;0,242
15/03/2021 00.00.00;Sumatera Utara;142,783;8,72
16/03/2021 00.00.00;Sumatera Utara;151,672;8,889
17/03/2021 00.00.00;Sumatera Utara;161,091;9,419000000
18/03/2021 00.00.00;Sumatera Utara;171,84;10,749
19/03/2021 00.00.00;Sumatera Utara;180,175;8,335000000
20/03/2021 00.00.00;Sumatera Utara;184,142;3,967
21/03/2021 00.00.00;Sumatera Utara;184,459;0,317
22/03/2021 00.00.00;Sumatera Utara;195,538;11,079
23/03/2021 00.00.00;Sumatera Utara;209,594;14,056
24/03/2021 00.00.00;Sumatera Utara;222,532;12,938
25/03/2021 00.00.00;Sumatera Utara;235,929;13,397
26/03/2021 00.00.00;Sumatera Utara;244,925;8,996
27/03/2021 00.00.00;Sumatera Utara;248,211;3,286
28/03/2021 00.00.00;Sumatera Utara;248,728;0,517
29/03/2021 00.00.00;Sumatera Utara;259,853;11,125
30/03/2021 00.00.00;Sumatera Utara;269,742;9,889000000
31/03/2021 00.00.00;Sumatera Utara;279,441;9,699
01/04/2021 00.00.00;Sumatera Utara;287,352;7,911
02/04/2021 00.00.00;Sumatera Utara;287,717;0,365
03/04/2021 00.00.00;Sumatera Utara;290,336;2,619
04/04/2021 00.00.00;Sumatera Utara;290,38;0,044
05/04/2021 00.00.00;Sumatera Utara;296,629;6,249
06/04/2021 00.00.00;Sumatera Utara;303,383;6,754
07/04/2021 00.00.00;Sumatera Utara;313,296;9,913
08/04/2021 00.00.00;Sumatera Utara;322,782;9,486
09/04/2021 00.00.00;Sumatera Utara;330,872;8,09
10/04/2021 00.00.00;Sumatera Utara;336,965;6,093
11/04/2021 00.00.00;Sumatera Utara;337,963;0,998
12/04/2021 00.00.00;Sumatera Utara;348,722;10,759
13/04/2021 00.00.00;Sumatera Utara;356,191;7,469
14/04/2021 00.00.00;Sumatera Utara;363,787;7,596
15/04/2021 00.00.00;Sumatera Utara;371,71;7,923
16/04/2021 00.00.00;Sumatera Utara;377,339;5,629
17/04/2021 00.00.00;Sumatera Utara;380,156;2,817
18/04/2021 00.00.00;Sumatera Utara;380,53;0,374
19/04/2021 00.00.00;Sumatera Utara;388,785;8,255
20/04/2021 00.00.00;Sumatera Utara;396,556;7,771
21/04/2021 00.00.00;Sumatera Utara;403,226;6,67
22/04/2021 00.00.00;Sumatera Utara;410,415;7,189
23/04/2021 00.00.00;Sumatera Utara;415,175;4,76
24/04/2021 00.00.00;Sumatera Utara;417,601;2,426
25/04/2021 00.00.00;Sumatera Utara;418,249;0,648
26/04/2021 00.00.00;Sumatera Utara;423,676;5,427
27/04/2021 00.00.00;Sumatera Utara;429,138;5,462
28/04/2021 00.00.00;Sumatera Utara;435,702;6,564
29/04/2021 00.00.00;Sumatera Utara;442,801;7,099
30/04/2021 00.00.00;Sumatera Utara;448,813;6,012
01/05/2021 00.00.00;Sumatera Utara;451,193;2,38
02/05/2021 00.00.00;Sumatera Utara;452,084;0,891
03/05/2021 00.00.00;Sumatera Utara;460,485;8,401
04/05/2021 00.00.00;Sumatera Utara;469,119;8,634
05/05/2021 00.00.00;Sumatera Utara;477,587;8,468
06/05/2021 00.00.00;Sumatera Utara;487,777;10,19
07/05/2021 00.00.00;Sumatera Utara;498,249;10,472
08/05/2021 00.00.00;Sumatera Utara;504,089;5,84
09/05/2021 00.00.00;Sumatera Utara;504,772;0,683
10/05/2021 00.00.00;Sumatera Utara;513,718;8,946
11/05/2021 00.00.00;Sumatera Utara;520,704;6,986000000
12/05/2021 00.00.00;Sumatera Utara;522,569;1,865
13/05/2021 00.00.00;Sumatera Utara;522,649;0,08
14/05/2021 00.00.00;Sumatera Utara;522,683;0,034
15/05/2021 00.00.00;Sumatera Utara;523,372;0,689
16/05/2021 00.00.00;Sumatera Utara;523,419;0,047
17/05/2021 00.00.00;Sumatera Utara;527,666;4,247
18/05/2021 00.00.00;Sumatera Utara;536,456;8,79
19/05/2021 00.00.00;Sumatera Utara;546,943;10,487
20/05/2021 00.00.00;Sumatera Utara;559,739;12,796
21/05/2021 00.00.00;Sumatera Utara;570,612;10,873
22/05/2021 00.00.00;Sumatera Utara;573,522;2,91
23/05/2021 00.00.00;Sumatera Utara;573,584;0,062
24/05/2021 00.00.00;Sumatera Utara;585,065;11,481
25/05/2021 00.00.00;Sumatera Utara;596,948;11,883
26/05/2021 00.00.00;Sumatera Utara;597,562;0,614
27/05/2021 00.00.00;Sumatera Utara;609,865;12,303
28/05/2021 00.00.00;Sumatera Utara;620,345;10,48
29/05/2021 00.00.00;Sumatera Utara;625,548;5,203
30/05/2021 00.00.00;Sumatera Utara;625,682;0,134
31/05/2021 00.00.00;Sumatera Utara;634,796;9,114
01/06/2021 00.00.00;Sumatera Utara;635,393;0,597
02/06/2021 00.00.00;Sumatera Utara;644,916;9,523000000
03/06/2021 00.00.00;Sumatera Utara;658,251;13,335
04/06/2021 00.00.00;Sumatera Utara;672,362;14,111
05/06/2021 00.00.00;Sumatera Utara;678,287;5,925
06/06/2021 00.00.00;Sumatera Utara;678,416;0,129
07/06/2021 00.00.00;Sumatera Utara;694,485;16,069
08/06/2021 00.00.00;Sumatera Utara;714,497;20,012
09/06/2021 00.00.00;Sumatera Utara;736,545;22,048
10/06/2021 00.00.00;Sumatera Utara;760,808;24,263
11/06/2021 00.00.00;Sumatera Utara;775,715;14,907
12/06/2021 00.00.00;Sumatera Utara;780,753;5,038
13/06/2021 00.00.00;Sumatera Utara;781,726;0,973
14/06/2021 00.00.00;Sumatera Utara;798,247;16,521
15/06/2021 00.00.00;Sumatera Utara;819,465;21,218
16/06/2021 00.00.00;Sumatera Utara;847,388;27,923
17/06/2021 00.00.00;Sumatera Utara;876,615;29,227
18/06/2021 00.00.00;Sumatera Utara;899,887;23,272
19/06/2021 00.00.00;Sumatera Utara;910,086;10,199
20/06/2021 00.00.00;Sumatera Utara;910,296;0,21
21/06/2021 00.00.00;Sumatera Utara;928,954;18,658
22/06/2021 00.00.00;Sumatera Utara;950,259;21,305
23/06/2021 00.00.00;Sumatera Utara;978,374;28,115
24/06/2021 00.00.00;Sumatera Utara;1014,135;35,761
25/06/2021 00.00.00;Sumatera Utara;1051,541;37,406
26/06/2021 00.00.00;Sumatera Utara;1131,128;79,587000000
27/06/2021 00.00.00;Sumatera Utara;1139,702;8,574
28/06/2021 00.00.00;Sumatera Utara;1214,956;75,254
29/06/2021 00.00.00;Sumatera Utara;1289,768;74,812
30/06/2021 00.00.00;Sumatera Utara;1372,371;82,603
01/07/2021 00.00.00;Sumatera Utara;1420,127;47,756
02/07/2021 00.00.00;Sumatera Utara;1454,031;33,904
03/07/2021 00.00.00;Sumatera Utara;1481,82;27,789
04/07/2021 00.00.00;Sumatera Utara;1492,452;10,632
05/07/2021 00.00.00;Sumatera Utara;1529,679;37,227
06/07/2021 00.00.00;Sumatera Utara;1569,201;39,522
07/07/2021 00.00.00;Sumatera Utara;1608,585;39,384
08/07/2021 00.00.00;Sumatera Utara;1637,774;29,189
09/07/2021 00.00.00;Sumatera Utara;1667,131;29,357
10/07/2021 00.00.00;Sumatera Utara;1689,377;22,246
11/07/2021 00.00.00;Sumatera Utara;1698,575;9,198
12/07/2021 00.00.00;Sumatera Utara;1718,894;20,319
13/07/2021 00.00.00;Sumatera Utara;1741,342;22,448
14/07/2021 00.00.00;Sumatera Utara;1758,751;17,409
15/07/2021 00.00.00;Sumatera Utara;1774,185;15,434
16/07/2021 00.00.00;Sumatera Utara;1792,345;18,16
17/07/2021 00.00.00;Sumatera Utara;1810,808;18,463
18/07/2021 00.00.00;Sumatera Utara;1817,891;7,083
19/07/2021 00.00.00;Sumatera Utara;1824,475;6,584
20/07/2021 00.00.00;Sumatera Utara;1824,68;0,205
21/07/2021 00.00.00;Sumatera Utara;1831,863;7,183
22/07/2021 00.00.00;Sumatera Utara;1835,868;4,005
23/07/2021 00.00.00;Sumatera Utara;1845,313;9,445000000
24/07/2021 00.00.00;Sumatera Utara;1853,622;8,309
25/07/2021 00.00.00;Sumatera Utara;1857,248;3,626
26/07/2021 00.00.00;Sumatera Utara;1866,888;9,640000000
27/07/2021 00.00.00;Sumatera Utara;1875,348;8,46
28/07/2021 00.00.00;Sumatera Utara;1882,113;6,765
29/07/2021 00.00.00;Sumatera Utara;1887,043;4,93
30/07/2021 00.00.00;Sumatera Utara;1891,993;4,95
31/07/2021 00.00.00;Sumatera Utara;1895,508;3,515
01/08/2021 00.00.00;Sumatera Utara;1900,078;4,57
02/08/2021 00.00.00;Sumatera Utara;1910,7;10,622
03/08/2021 00.00.00;Sumatera Utara;1919,098;8,398
04/08/2021 00.00.00;Sumatera Utara;1957,267;38,169
05/08/2021 00.00.00;Sumatera Utara;1974,204;16,937
06/08/2021 00.00.00;Sumatera Utara;1999,572;25,368
07/08/2021 00.00.00;Sumatera Utara;2014,539;14,967
08/08/2021 00.00.00;Sumatera Utara;2018,589;4,05
09/08/2021 00.00.00;Sumatera Utara;2037,587;18,998
10/08/2021 00.00.00;Sumatera Utara;2052,088;14,501
11/08/2021 00.00.00;Sumatera Utara;2061,784;9,696
12/08/2021 00.00.00;Sumatera Utara;2081,61;19,826
13/08/2021 00.00.00;Sumatera Utara;2111,962;30,352
14/08/2021 00.00.00;Sumatera Utara;2153,221;41,259
15/08/2021 00.00.00;Sumatera Utara;2157,493;4,272
16/08/2021 00.00.00;Sumatera Utara;2189,648;32,155
17/08/2021 00.00.00;Sumatera Utara;2195,238;5,59
18/08/2021 00.00.00;Sumatera Utara;2228,054;32,816
19/08/2021 00.00.00;Sumatera Utara;2272,78;44,726
20/08/2021 00.00.00;Sumatera Utara;2311,237;38,457
21/08/2021 00.00.00;Sumatera Utara;2342,742;31,505
22/08/2021 00.00.00;Sumatera Utara;2347,306;4,564
23/08/2021 00.00.00;Sumatera Utara;2375,387;28,081
24/08/2021 00.00.00;Sumatera Utara;2403,715;28,328
25/08/2021 00.00.00;Sumatera Utara;2432,27;28,555
26/08/2021 00.00.00;Sumatera Utara;2464,827;32,557
27/08/2021 00.00.00;Sumatera Utara;2500,11;35,283
28/08/2021 00.00.00;Sumatera Utara;2525,822;25,712
29/08/2021 00.00.00;Sumatera Utara;2528,484;2,662
30/08/2021 00.00.00;Sumatera Utara;2559,045;30,561
31/08/2021 00.00.00;Sumatera Utara;2595,53;36,485
01/09/2021 00.00.00;Sumatera Utara;2628,341;32,811
02/09/2021 00.00.00;Sumatera Utara;2662,251;33,91
03/09/2021 00.00.00;Sumatera Utara;2689,85;27,599
04/09/2021 00.00.00;Sumatera Utara;2712,998;23,148
05/09/2021 00.00.00;Sumatera Utara;2714,379;1,381
06/09/2021 00.00.00;Sumatera Utara;2751,63;37,251
07/09/2021 00.00.00;Sumatera Utara;2794,189;42,559
08/09/2021 00.00.00;Sumatera Utara;2831,038;36,849
09/09/2021 00.00.00;Sumatera Utara;2862,145;31,107
10/09/2021 00.00.00;Sumatera Utara;2897,196;35,051
11/09/2021 00.00.00;Sumatera Utara;2922,206;25,01
12/09/2021 00.00.00;Sumatera Utara;2924,481;2,275
13/09/2021 00.00.00;Sumatera Utara;2964,669;40,188
14/09/2021 00.00.00;Sumatera Utara;3005,691;41,022
15/09/2021 00.00.00;Sumatera Utara;3046,467;40,776
16/09/2021 00.00.00;Sumatera Utara;3113,233;66,766
17/09/2021 00.00.00;Sumatera Utara;3188,72;75,487
18/09/2021 00.00.00;Sumatera Utara;3225,303;36,583
19/09/2021 00.00.00;Sumatera Utara;3228,427;3,124
20/09/2021 00.00.00;Sumatera Utara;3286,845;58,418
21/09/2021 00.00.00;Sumatera Utara;3348,965;62,12
22/09/2021 00.00.00;Sumatera Utara;3417,394;68,429
23/09/2021 00.00.00;Sumatera Utara;3517,77;100,376
24/09/2021 00.00.00;Sumatera Utara;3585,999;68,229
25/09/2021 00.00.00;Sumatera Utara;3654,09;68,091
26/09/2021 00.00.00;Sumatera Utara;3661,167;7,077
27/09/2021 00.00.00;Sumatera Utara;3736,597;75,43
28/09/2021 00.00.00;Sumatera Utara;3810,787;74,19
29/09/2021 00.00.00;Sumatera Utara;3895,177;84,39
30/09/2021 00.00.00;Sumatera Utara;3978,447;83,27
01/10/2021 00.00.00;Sumatera Utara;4072,739;94,292
02/10/2021 00.00.00;Sumatera Utara;4137,903;65,164
03/10/2021 00.00.00;Sumatera Utara;4144,724;6,821
04/10/2021 00.00.00;Sumatera Utara;4203,856;59,132
05/10/2021 00.00.00;Sumatera Utara;4261,432;57,576
06/10/2021 00.00.00;Sumatera Utara;4326,829;65,397
07/10/2021 00.00.00;Sumatera Utara;4401,407;74,578
08/10/2021 00.00.00;Sumatera Utara;4457,39;55,983
09/10/2021 00.00.00;Sumatera Utara;4499,363;41,973
10/10/2021 00.00.00;Sumatera Utara;4504,433;5,07
11/10/2021 00.00.00;Sumatera Utara;4551,127;46,694
12/10/2021 00.00.00;Sumatera Utara;4594,419;43,292
